name,area,category,rating,reviews,price_text,price_min,price_max,address,distance_m,hours,website,matched_osm,source_maps
Sunrise Tacos MEXICAN GRILL,อโศก,ภัตตาคารอาหารเม็กซิกัน,4.7,5001,฿200-400,200,400,88 ซอย สุขุมวิท 19 แขวงคลองเตยเหนือ เขตทวีวัฒนา กรุงเทพมหานคร 10110 ไทย,117,วันอังคาร 10:00 to 22:00 · วันพุธ 10:00 to 22:00 · วันพฤหัสบดี 10:00 to 22:00 · วันศุกร์ 10:00 to 22:00 · วันเสาร์ 10:00 to 22:00 · วันอาทิตย์ 10:00 to 22:00 · วันจันทร์ 10:00 to 22:00,https://www.sunrisetacos.com/,True,https://www.google.com/maps/search/?api=1&query=Sunrise%20Tacos%20MEXICAN%20GRILL&query_place_id=ChIJxaq1oeOe4jAROvyHinpPC-Q
พาสต้าอาม่า สยามเซ็นเตอร์,สยาม,ร้านอาหาร,4.9,4762,฿200-400,200,400,"สยามเซ็นเตอร์ ชั้น 2, 979 ถ. พระรามที่ 1 ปทุมวัน, เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย",103,วันอังคาร 10:00 to 21:00 · วันพุธ 10:00 to 21:00 · วันพฤหัสบดี 10:00 to 21:00 · วันศุกร์ 10:00 to 21:00 · วันเสาร์ 10:00 to 21:00 · วันอาทิตย์ 10:00 to 21:00 · วันจันทร์ 10:00 to 21:00,https://www.openlink.co/pastaama,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%9E%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%AD%E0%B8%B2%E0%B8%A1%E0%B9%88%E0%B8%B2%20%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%E0%B9%80%E0%B8%8B%E0%B9%87%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C&query_place_id=ChIJwSrCL8uf4jARQB4sChigQRE
ปาล่า พิซซ่า โรมานา,อโศก,ร้านพิซซ่า,4.5,4496,฿200-600,200,600,Room 1 BTS/MRT ซ. สุขุมวิท 23 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,162,วันอังคาร 7:00 to 22:30 · วันพุธ 7:00 to 22:30 · วันพฤหัสบดี 7:00 to 22:30 · วันศุกร์ 7:00 to 22:30 · วันเสาร์ 7:00 to 22:30 · วันอาทิตย์ 7:00 to 22:30 · วันจันทร์ 7:00 to 22:30,http://www.palapizzabangkok.com/,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%9B%E0%B8%B2%E0%B8%A5%E0%B9%88%E0%B8%B2%20%E0%B8%9E%E0%B8%B4%E0%B8%8B%E0%B8%8B%E0%B9%88%E0%B8%B2%20%E0%B9%82%E0%B8%A3%E0%B8%A1%E0%B8%B2%E0%B8%99%E0%B8%B2&query_place_id=ChIJc90ABuOe4jARvO5E1UXZcZI
Kaokaobom,สยาม,ภัตตาคารอาหารเกาหลี,4.8,3929,฿200-400,200,400,"Floor 4, Siam Square One Unit SS #4024, 388 ถ. พระรามที่ 1 เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย",115,วันอังคาร 11:00 to 22:00 · วันพุธ 11:00 to 22:00 · วันพฤหัสบดี 11:00 to 22:00 · วันศุกร์ 11:00 to 22:00 · วันเสาร์ 11:00 to 22:00 · วันอาทิตย์ 11:00 to 22:00 · วันจันทร์ 11:00 to 22:00,https://www.facebook.com/profile.php?id=61550853102840&mibextid=LQQJ4d,False,https://www.google.com/maps/search/?api=1&query=Kaokaobom&query_place_id=ChIJI56e6E2f4jARYR2F7HN3K50
Indulge Restaurant & Cocktail Bar,อโศก,ภัตตาคารอาหารไทย,4.7,3688,"฿400-1,400",400,1400,"403-403/1, 407 407/1 ถ. สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",241,วันอังคาร 7:30 to 1:00 · วันพุธ 7:30 to 1:00 · วันพฤหัสบดี 7:30 to 1:00 · วันศุกร์ 7:30 to 1:00 · วันเสาร์ 7:30 to 1:00 · วันอาทิตย์ 7:30 to 1:00 · วันจันทร์ 7:30 to 1:00,http://www.indulgebangkok.com/,False,https://www.google.com/maps/search/?api=1&query=Indulge%20Restaurant%20%26%20Cocktail%20Bar&query_place_id=ChIJvcw2HuOe4jARNkjje3ATS18
"Jim Thompson, A Thai Restaurant",สยาม,ภัตตาคารอาหารไทย,4.8,3623,"฿1,000+",1000,,"6/1,6 2 ซ. เกษมสันต์ 2 แขวงวังใหม่ เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย",686,"วันอังคาร 11:30 to 16:00, 18:00 to 22:00 · วันพุธ 11:30 to 16:00, 18:00 to 22:00 · วันพฤหัสบดี 11:30 to 16:00, 18:00 to 22:00 · วันศุกร์ 11:30 to 16:00, 18:00 to 22:00 · วันเสาร์ 11:30 to 16:00, 18:00 to 22:00 · วันอาทิตย์ 11:30 to 16:00, 18:00 to 22:00 · วันจันทร์ 11:30 to 16:00, 18:00 to 22:00",https://jimthompsonrestaurant.com/restaurant/a-thai-restaurant/,False,https://www.google.com/maps/search/?api=1&query=Jim%20Thompson%2C%20A%20Thai%20Restaurant&query_place_id=ChIJKVqr3I6Z4jARPi6t_zvvL1A
เสวย เทอร์มินอล 21 อโศก,อโศก,ภัตตาคารอาหารทะเล,4.6,3616,"฿200-1,200",200,1200,ห้องเลขที่ SH-5 ศูนย์การค้าเทอร์มินอล 21 015 ชั้นที่ 5 อโศก 88 แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,114,วันอังคาร 10:00 to 22:00 · วันพุธ 10:00 to 22:00 · วันพฤหัสบดี 10:00 to 22:00 · วันศุกร์ 10:00 to 22:00 · วันเสาร์ 10:00 to 22:00 · วันอาทิตย์ 10:00 to 22:00 · วันจันทร์ 10:00 to 22:00,https://www.savoey.co.th/,False,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%AA%E0%B8%A7%E0%B8%A2%20%E0%B9%80%E0%B8%97%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%A1%E0%B8%B4%E0%B8%99%E0%B8%AD%E0%B8%A5%2021%20%E0%B8%AD%E0%B9%82%E0%B8%A8%E0%B8%81&query_place_id=ChIJ1afT-oif4jARvl-Fq22OydQ
จากึมซอง สยามสแควร์ วัน,สยาม,ภัตตาคารอาหารเกาหลี,4.9,3473,฿200-400,200,400,388 ชั้น 5 ห้องเลขที่ ss5016 อาคารสยามสแควร์วัน ิ แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,147,วันอังคาร 11:00 to 21:30 · วันพุธ 11:00 to 21:30 · วันพฤหัสบดี 11:00 to 21:30 · วันศุกร์ 11:00 to 21:30 · วันเสาร์ 11:00 to 21:30 · วันอาทิตย์ 11:00 to 21:30 · วันจันทร์ 11:00 to 21:30,https://www.facebook.com/jaguemsong?rdid=VbBmB5fF5zyWbvhL&share_url=https%3A%2F%2Fwww.facebook.com%2Fshare%2F17X7ZspykB%2F#,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%88%E0%B8%B2%E0%B8%81%E0%B8%B6%E0%B8%A1%E0%B8%8B%E0%B8%AD%E0%B8%87%20%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B9%81%E0%B8%84%E0%B8%A7%E0%B8%A3%E0%B9%8C%20%E0%B8%A7%E0%B8%B1%E0%B8%99&query_place_id=ChIJI9ZH5vGf4jAR4EfOG4k_M8c
โกปี๊ฮับ ไพรม์ อารีย์,อารีย์,ภัตตาคารอาหารติ่มซำ,4.8,3430,฿200-400,200,400,33 ซอย อารีย์ 2 แขวงพญาไท เขตพญาไท กรุงเทพมหานคร 10400 ไทย,249,วันอังคาร 9:00 to 21:00 · วันพุธ 9:00 to 21:00 · วันพฤหัสบดี 9:00 to 21:00 · วันศุกร์ 9:00 to 21:00 · วันเสาร์ 7:00 to 21:00 · วันอาทิตย์ 7:00 to 21:00 · วันจันทร์ 9:00 to 21:00,https://kopihub.co/,False,https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%81%E0%B8%9B%E0%B8%B5%E0%B9%8A%E0%B8%AE%E0%B8%B1%E0%B8%9A%20%E0%B9%84%E0%B8%9E%E0%B8%A3%E0%B8%A1%E0%B9%8C%20%E0%B8%AD%E0%B8%B2%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C&query_place_id=ChIJgdqs_tuf4jARl5VCETZn0do
บิ๊ก มาม่า อาหารอิตาเลียน,อโศก,ร้านอาหารอิตาเลียน,4.5,3392,"฿200-1,000",200,1000,"139 Soi Sukhumvit 21 (Asoke Soi 1 North Klongtoey, เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",239,วันอังคาร 11:00 to 23:00 · วันพุธ 11:00 to 23:00 · วันพฤหัสบดี 11:00 to 23:00 · วันศุกร์ 11:00 to 23:00 · วันเสาร์ 11:00 to 23:00 · วันอาทิตย์ 11:00 to 23:00 · วันจันทร์ 11:00 to 23:00,,True,https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B8%B4%E0%B9%8A%E0%B8%81%20%E0%B8%A1%E0%B8%B2%E0%B8%A1%E0%B9%88%E0%B8%B2%20%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AD%E0%B8%B4%E0%B8%95%E0%B8%B2%E0%B9%80%E0%B8%A5%E0%B8%B5%E0%B8%A2%E0%B8%99&query_place_id=ChIJi-pmk-Se4jARCDDEZaF5zfw
Gigi Eatery Asoke,อโศก,ร้านอาหารอิตาเลียน,4.8,3333,"฿400-1,400",400,1400,28 ซอย สุขุมวิท 19 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,185,วันอังคาร 7:00 to 0:00 · วันพุธ 7:00 to 0:00 · วันพฤหัสบดี 7:00 to 0:00 · วันศุกร์ 7:00 to 0:00 · วันเสาร์ 7:00 to 0:00 · วันอาทิตย์ 7:00 to 0:00 · วันจันทร์ 7:00 to 0:00,http://gigibangkok.com/gigi-eatery-asoke/,False,https://www.google.com/maps/search/?api=1&query=Gigi%20Eatery%20Asoke&query_place_id=ChIJw5WEJoqf4jARFC4PiDtFCzc
ร้านบุญตงกี่ เอ็มควอเทียร์,พร้อมพงษ์,ร้านอาหาร,4.8,3211,฿200-400,200,400,"21, 3 ถ. สุขุมวิท แขวงคลองตัน เขตคลองเตย กรุงเทพมหานคร 10110 ไทย",97,วันอังคาร 10:00 to 21:00 · วันพุธ 10:00 to 21:00 · วันพฤหัสบดี 10:00 to 21:00 · วันศุกร์ 10:00 to 21:00 · วันเสาร์ 10:00 to 21:00 · วันอาทิตย์ 10:00 to 21:00 · วันจันทร์ 10:00 to 21:00,,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%8D%E0%B8%95%E0%B8%87%E0%B8%81%E0%B8%B5%E0%B9%88%20%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%A1%E0%B8%84%E0%B8%A7%E0%B8%AD%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B9%8C&query_place_id=ChIJ92EjMZSf4jARr30rsxvukrQ
Inter Restaurant since 1981,สยาม,ภัตตาคารอาหารไทย,4.4,3027,฿200-400,200,400,432/1-2 ซอย สยามสแควร์ 9 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,193,วันอังคาร 11:00 to 20:30 · วันพุธ 11:00 to 20:30 · วันพฤหัสบดี 11:00 to 20:30 · วันศุกร์ 11:00 to 20:30 · วันเสาร์ 11:00 to 20:30 · วันอาทิตย์ 11:00 to 20:30 · วันจันทร์ 11:00 to 20:30,https://www.facebook.com/InterRestaurants1981,False,https://www.google.com/maps/search/?api=1&query=Inter%20Restaurant%20since%201981&query_place_id=ChIJV1UGZABiHTERoiXISIWa6-o
ครัวเจียงใหม่ - ทองหล่อ,ทองหล่อ,ภัตตาคารอาหารไทย,4.8,2745,฿200-400,200,400,125 24 ถ. ทองหล่อ แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,834,วันอังคาร 10:00 to 1:00 · วันพุธ 10:00 to 1:00 · วันพฤหัสบดี 10:00 to 1:00 · วันศุกร์ 10:00 to 1:00 · วันเสาร์ 10:00 to 1:00 · วันอาทิตย์ 10:00 to 1:00 · วันจันทร์ 10:00 to 1:00,,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%83%E0%B8%AB%E0%B8%A1%E0%B9%88%20-%20%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD&query_place_id=ChIJh7s6GVOe4jAReTmapQOwBQ0
Ryoku Cafe,พร้อมพงษ์,ร้านอาหาร,4.7,2573,฿200-400,200,400,28 ซ. สุขุมวิท 35 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,596,วันอังคาร 8:00 to 20:00 · วันพุธ 8:00 to 20:00 · วันพฤหัสบดี 8:00 to 20:00 · วันศุกร์ 8:00 to 20:00 · วันเสาร์ 8:00 to 20:00 · วันอาทิตย์ 8:00 to 20:00 · วันจันทร์ 8:00 to 20:00,https://m.facebook.com/ryokucafe/,False,https://www.google.com/maps/search/?api=1&query=Ryoku%20Cafe&query_place_id=ChIJa99RCDmd4jARv5vENrAty2s
ศรีตราด,พร้อมพงษ์,ภัตตาคารอาหารไทย,4.5,2542,"฿400-1,400",400,1400,90 ซ. สุขุมวิท 33 แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,722,วันอังคาร 11:00 to 22:30 · วันพุธ 11:00 to 22:30 · วันพฤหัสบดี 11:00 to 22:30 · วันศุกร์ 11:00 to 22:30 · วันเสาร์ 11:00 to 22:30 · วันอาทิตย์ 11:00 to 22:30 · วันจันทร์ 11:00 to 22:30,https://www.facebook.com/sritrat/,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B8%94&query_place_id=ChIJoc-7O_ye4jARa2GblY_w4Bo
บะหมี่คนแซ่ลี ทองหล่อ,พร้อมพงษ์,ร้านก๋วยเตี๋ยว,4.4,2536,฿1-200,1,200,1081 ถ. สุขุมวิท แขวง วัฒนา เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,1335,วันอังคาร 7:00 to 0:00 · วันพุธ 7:00 to 0:00 · วันพฤหัสบดี 7:00 to 0:00 · วันศุกร์ 7:00 to 0:00 · วันเสาร์ 7:00 to 0:00 · วันอาทิตย์ 7:00 to 0:00 · วันจันทร์ 7:00 to 0:00,,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%9A%E0%B8%B0%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%84%E0%B8%99%E0%B9%81%E0%B8%8B%E0%B9%88%E0%B8%A5%E0%B8%B5%20%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD&query_place_id=ChIJXUzQ0Kif4jARpupfUL8zxTQ
โค-ร-ต KORATA (Siam Square),สยาม,ภัตตาคารอาหารไทย,4.9,2531,฿200-600,200,600,สยามสแควร์ ซอย 3 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,153,วันอังคาร 11:30 to 22:00 · วันพุธ 11:30 to 22:00 · วันพฤหัสบดี 11:30 to 22:00 · วันศุกร์ 11:30 to 22:00 · วันเสาร์ 11:30 to 22:00 · วันอาทิตย์ 11:30 to 22:00 · วันจันทร์ 11:30 to 22:00,https://openlink.co/korata_th,False,https://www.google.com/maps/search/?api=1&query=%E0%B9%82%E0%B8%84-%E0%B8%A3-%E0%B8%95%20KORATA%20(Siam%20Square)&query_place_id=ChIJ0xYxXwCf4jARPtJNOp_WXm8
เล ลาว - ร้านส้มตำรางวัลมิชลิน 5 ปีซ้อน,อารีย์,ภัตตาคารอาหารไทย,4.5,2454,฿400-600,400,600,65 ซ. พหลโยธิน 7 แขวงสามเสนใน เขตพญาไท กรุงเทพมหานคร 10400 ไทย,218,วันอังคาร 10:30 to 22:00 · วันพุธ 10:30 to 22:00 · วันพฤหัสบดี 10:30 to 22:00 · วันศุกร์ 10:30 to 22:00 · วันเสาร์ 10:30 to 22:00 · วันอาทิตย์ 10:30 to 22:00 · วันจันทร์ 10:30 to 22:00,https://facebook.com/laylao.restaurant,False,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%A5%20%E0%B8%A5%E0%B8%B2%E0%B8%A7%20-%20%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%AA%E0%B9%89%E0%B8%A1%E0%B8%95%E0%B8%B3%E0%B8%A3%E0%B8%B2%E0%B8%87%E0%B8%A7%E0%B8%B1%E0%B8%A5%E0%B8%A1%E0%B8%B4%E0%B8%8A%E0%B8%A5%E0%B8%B4%E0%B8%99%205%20%E0%B8%9B%E0%B8%B5%E0%B8%8B%E0%B9%89%E0%B8%AD%E0%B8%99&query_place_id=ChIJ44AEpx2c4jARZKaM12f1HQI
นารา ไทยคูซีน สยามพารากอน,สยาม,ภัตตาคารอาหารไทย,4.7,2433,"฿400-1,600",400,1600,991 ถ. พระรามที่ 1 แขวงปทุมวัน เขตปทุมวัน กรุงเทพมหานคร 10330 ไทย,237,วันอังคาร 11:00 to 22:00 · วันพุธ 11:00 to 22:00 · วันพฤหัสบดี 11:00 to 22:00 · วันศุกร์ 11:00 to 22:00 · วันเสาร์ 11:00 to 22:00 · วันอาทิตย์ 11:00 to 22:00 · วันจันทร์ 11:00 to 22:00,http://www.naracuisine.com/,False,https://www.google.com/maps/search/?api=1&query=%E0%B8%99%E0%B8%B2%E0%B8%A3%E0%B8%B2%20%E0%B9%84%E0%B8%97%E0%B8%A2%E0%B8%84%E0%B8%B9%E0%B8%8B%E0%B8%B5%E0%B8%99%20%E0%B8%AA%E0%B8%A2%E0%B8%B2%E0%B8%A1%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%81%E0%B8%AD%E0%B8%99&query_place_id=ChIJydbe6c2e4jARwqxg9p3rK9Y
"BARTELS Asok - Sourdough Sandwiches, Coffee & Juicery",อโศก,ภัตตาคารอาหารเช้าและกลางวัน,4.8,2422,฿200-400,200,400,199/9-11 ถ. สุขุมวิท แขวงคลองเตยเหนือ เขตวัฒนา กรุงเทพมหานคร 10110 ไทย,255,วันอังคาร 7:00 to 18:00 · วันพุธ 7:00 to 18:00 · วันพฤหัสบดี 7:00 to 18:00 · วันศุกร์ 7:00 to 18:00 · วันเสาร์ 7:00 to 18:00 · วันอาทิตย์ 7:00 to 18:00 · วันจันทร์ 7:00 to 18:00,https://bartelsthailand.com/,False,https://www.google.com/maps/search/?api=1&query=BARTELS%20Asok%20-%20Sourdough%20Sandwiches%2C%20Coffee%20%26%20Juicery&query_place_id=ChIJa7RbIkGf4jARxc9xrSROCts
Breakfast Story Asok,อโศก,ร้านอาหาร,4.7,2190,฿200-400,200,400,392 9 ถ. สุขุมวิท แขวงคลองเตย เขตคลองเตย กรุงเทพมหานคร 10110 ไทย,494,วันอังคาร 7:00 to 23:00 · วันพุธ 7:00 to 23:00 · วันพฤหัสบดี 7:00 to 23:00 · วันศุกร์ 7:00 to 23:00 · วันเสาร์ 7:00 to 23:00 · วันอาทิตย์ 7:00 to 23:00 · วันจันทร์ 7:00 to 23:00,https://www.breakfaststorybkk.com/,True,https://www.google.com/maps/search/?api=1&query=Breakfast%20Story%20Asok&query_place_id=ChIJMw0BZtif4jARRmhD6_Xutpw
Madam Saranair Thai Food Restaurant,อโศก,ภัตตาคารอาหารไทย,4.5,2188,"฿200-1,000",200,1000,"139/1 Soi Sukhumvit 21 (Asoke Soi 1 sub-district, เขตวัฒนา กรุงเทพมหานคร 10110 ไทย",218,วันอังคาร 11:00 to 23:00 · วันพุธ 11:00 to 23:00 · วันพฤหัสบดี 11:00 to 23:00 · วันศุกร์ 11:00 to 23:00 · วันเสาร์ 11:00 to 23:00 · วันอาทิตย์ 11:00 to 23:00 · วันจันทร์ 11:00 to 23:00,,True,https://www.google.com/maps/search/?api=1&query=Madam%20Saranair%20Thai%20Food%20Restaurant&query_place_id=ChIJ1bV7lOSe4jARZfwCIKXKyNU
